Hotel Name,Content,Rating,Date of stay,
Hotel G Singapore,"Our experience at wonderful. The staff was very friendly, helpful and quick at the services. Bella gave us a warm welcome and helped us with a smile at all times along with other staff members. The breakfast was also delicious.",10,Apr-22,
Hotel G Singapore,"This hotel is perfect if you want to explore the city for most of the day and you are not spending much time in your accomodation. It is clean & modern. There is a very nice bar with reasonable wine prices at the ground floor and it also has a burger restaurant which also seemed reasonably priced. Bencoolen MRT Station is a short walk and connects with all the main MRT stations including Bayfront. The breakfast was buffet style and was perfect every morning.  Only faults were the size of the room, which made it very difficult to even open a big suitcase and also the lifts are very slow.  Overall ideal for city explorers looking for somewhere to rest their heads at night. ",8,Jul-22,
Hotel G Singapore,"Location: Not Bad If u go from Bugis its kinda confusing if you don't know Singapore Room: Great King Room It's a bit smol but seems nice, very annoyed that you can't change the room temperature below 22degrees.  The flashlight doesn't work as the battery is dead. And the safe battery is not functioning properly as when I locked it, it barely lit up & then I couldn't unlock it. Amenities: Shampoo, conditioner, Body wash, towels, Tissues are all provided  Lacks some sockets if you're staying here for SHN. The lights are okay for working. Coffee is provided as well.  That said the TV is very cool, especially it's coded to say your name . Unfortunately, If you don't identify as M or F, their website isn't coded for that. So for those foreigners who legally are Non-binary, sadly you…",8,Apr-22,
Hotel G Singapore,"Hotel G provides a very comfortable room with good, clean amenities (well equipped for COVID) for a family weekend getaway from city buzz. Twice we were greeted by Daryl, his warmth and attention to detail set the benchmark for hotel frontline service standards. Appreciate his hospitality.  While the room does not provide a mini-fridge, its layout and High-Res TV are very comfortable. The coffee maker is a plus for coffee lovers.",10,Jan-22,
Hotel G Singapore,"Great location,  friendly staff, comfortable bed and near to train station. Free WiFi and good use of gym facilities though there is no pool. There is also a choice of breakfast menu and the serving was so much that we can hardly finish.",10,Jan-22,
Hotel G Singapore,I like the ring of feathers above the bed .. warding off evil like the Red Indians do.  Room was well sanitized and clean although a little bit of freshener ( like my favorite lemon grass ) would have made the first impact more pleasant.,10,Jan-22,
Hotel G Singapore,"The hotel staff (manager) Daryl processed our check-in. He bumped us up to a King-sized Bed. As it was our anniversary celebration, they gave black & gold balloons and floral decorations on the bed 💯💯💯  Hotel room layout is nice, quality fittings, modern layout (think Scandi / open wardrobe).  Location is good! (Singaporeans will know)",10,Jan-22,
Hotel G Singapore,"The water from the tap have dirt particles in it! Kettle, coffee machine and window are dusty!  Room are quite cosy though. Only have 1 access card and got 1 extra one upon request. Packet water is given upon request.",4,Jan-22,
Hotel G Singapore,"Good Room King enough for solo or couple. Tiny window with view to next building. Bed tucked into tight space with no walking space to the other side of the bed. 2 hangers provided on a bathroom type towel rack instead of a wardrobe. 1 hook below. Clean room but pillow and quilt smell. Frosted glass between shower area and room, so no privacy. No mini fridge. Work table does not face TV. Small TV does not have mirror/cast function. Check-in was fast. Staff was friendly.",8,Jan-22,
Hotel G Singapore,My friends and I keep on coming back to Hotel G for our staycation. It’s such a cosy hotel to stay. The receptionist Bella was polite and very friendly. Thank you for always giving us a good service! :),10,Jan-22,
Hotel G Singapore,"My friends and i decided to stay at Hotel G for the first time, with breakfast included and i really enjoyed my short staycation here :)  Check in process: smooth and delightful, was checked in by Front desk staff, Trina. Trina was attentive and friendly when assisting us with the check in.   Breakfast: Good but could have been better, it was not the best continental breakfast i have had in a Hotel but it was decent.   Room: We booked a standard queen size room, honestly felt quite squeezed because the room size is just less than 16sqm, and disappointed that there wasn’t a mini fridge or bath robes. But basic amenities were provided. Overall stay experience were good and i would recommend it to anyone if they need a short staycation during the weekend.   tip: 25Degrees…",10,Jan-22,
Hotel G Singapore,"Had awesome stay. Staff friendly, adhere to protocols yet give u the privacy. Hotel is artistically designed and spacious enough. Designs of the lift away from lobby is great + contest on lift is Novel idea. Hotel is flanked by 2 bars on each side yet close enough to other public eateries . Walking distance to mall & mrt. Had an awesome stay there! Will be back !",10,Jan-22,
